date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:47:41	6862/6862	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:40%20GMT	https://static.wixstatic.com/media/695568_9b6aae4b243e4beaa487b801b7034160~mv2.png/v1/fill/w_57,h_57,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_9b6aae4b243e4beaa487b801b7034160~mv2.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_9b6aae4b243e4beaa487b801b7034160_mv2.png/v1/fill/w_57,h_57,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_9b6aae4b243e4beaa487b801b7034160_mv2.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:41	605843/605843	---MCZ	200	added ('OK')	text/html	etag:W/%22b0eadffacee11b8e55fcb478c2d46b5b%22	https://sharenkeisha2223.wixsite.com/lokawignanumala/anggota-kelompok	C:/My%20Web%20Sites/loka/sharenkeisha2223.wixsite.com/lokawignanumala/anggota-kelompok.html	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:41	8012/8012	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:40%20GMT	https://static.wixstatic.com/media/695568_03544fec11ce4c70b7ba44cda13aae70~mv2.png/v1/fill/w_45,h_57,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_03544fec11ce4c70b7ba44cda13aae70~mv2.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_03544fec11ce4c70b7ba44cda13aae70_mv2.png/v1/fill/w_45,h_57,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_03544fec11ce4c70b7ba44cda13aae70_mv2.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:42	938/938	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:41%20GMT	https://static.wixstatic.com/media/695568_733f09ac1e8e4370bea08c78bcca3ad3~mv2.png/v1/fill/w_49,h_31,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/695568_733f09ac1e8e4370bea08c78bcca3ad3~mv2.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_733f09ac1e8e4370bea08c78bcca3ad3_mv2.png/v1/fill/w_49,h_31,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/695568_733f09ac1e8e4370bea08c78bcca3ad3_mv2.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:43	66414/66414	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:42%20GMT	https://static.wixstatic.com/media/695568_68f5fbea144148e4ac48786ee74b6e5c~mv2.png/v1/fill/w_198,h_198,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_68f5fbea144148e4ac48786ee74b6e5c~mv2.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_68f5fbea144148e4ac48786ee74b6e5c_mv2.png/v1/fill/w_198,h_198,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_68f5fbea144148e4ac48786ee74b6e5c_mv2.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:43	1002/1002	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Feb%202025%2000:47:42%20GMT	https://static.wixstatic.com/media/e4f166_525911e2b1af430f83ffcf689b6c60c1~mv2.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/e4f166_525911e2b1af430f83ffcf689b6c60c1~mv2.jpg	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/e4f166_525911e2b1af430f83ffcf689b6c60c1_mv2.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/e4f166_525911e2b1af430f83ffcf689b6c60c1_mv2.jpg	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:44	822266/822266	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:41%20GMT	https://static.wixstatic.com/media/e4f166_378b4db1123f4e06bc3b4d2dbdbeacbb~mv2_d_2000_1400_s_2.png/v1/crop/x_0,y_10,w_2000,h_1380/fill/w_1052,h_726,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/tree_illus_new_2.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/e4f166_378b4db1123f4e06bc3b4d2dbdbeacbb_mv2_d_2000_1400_s_2.png/v1/crop/x_0,y_10,w_2000,h_1380/fill/w_1052,h_726,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/tree_illus_new_2.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:45	7243/7243	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:44%20GMT	https://static.wixstatic.com/media/e4f166_4c767b43ddf947e9b27d9070b60982dc~mv2_d_3000_3000_s_4_2.png/v1/fill/w_69,h_69,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/dark_green_leaf.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/e4f166_4c767b43ddf947e9b27d9070b60982dc_mv2_d_3000_3000_s_4_2.png/v1/fill/w_69,h_69,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/dark_green_leaf.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:45	2162/2162	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Feb%202025%2000:47:44%20GMT	https://static.wixstatic.com/media/695568_b7f0909fee30405fac90db910c218b4a~mv2.jpeg/v1/fill/w_66,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/695568_b7f0909fee30405fac90db910c218b4a~mv2.jpeg	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_b7f0909fee30405fac90db910c218b4a_mv2.jpeg/v1/fill/w_66,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/695568_b7f0909fee30405fac90db910c218b4a_mv2.jpg	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:45	7346/7346	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:44%20GMT	https://static.wixstatic.com/media/e4f166_d685c6f01bac494b968b8feb99e3e5ac~mv2_d_3000_3000_s_4_2.png/v1/fill/w_64,h_64,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/light_green_leaf.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/e4f166_d685c6f01bac494b968b8feb99e3e5ac_mv2_d_3000_3000_s_4_2.png/v1/fill/w_64,h_64,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/light_green_leaf.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:46	2657/2657	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Feb%202025%2000:47:45%20GMT	https://static.wixstatic.com/media/695568_1c49bb71aae043948e43cd3690cf662e~mv2.jpeg/v1/fill/w_66,h_99,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/695568_1c49bb71aae043948e43cd3690cf662e~mv2.jpeg	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_1c49bb71aae043948e43cd3690cf662e_mv2.jpeg/v1/fill/w_66,h_99,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/695568_1c49bb71aae043948e43cd3690cf662e_mv2.jpg	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:46	903860/903860	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:43%20GMT	https://static.wixstatic.com/media/695568_2768d17aea224e94b7d418a6e9b7001f~mv2.png/v1/crop/x_610,y_0,w_3362,h_2500/fill/w_984,h_726,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/5_20250130_102006_0004.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_2768d17aea224e94b7d418a6e9b7001f_mv2.png/v1/crop/x_610,y_0,w_3362,h_2500/fill/w_984,h_726,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/5_20250130_102006_0004.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:46	39407/39407	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:45%20GMT	https://static.wixstatic.com/media/695568_fd3e18cf45634a80b401cd5913e18b81~mv2.png/v1/fill/w_106,h_150,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/695568_fd3e18cf45634a80b401cd5913e18b81~mv2.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_fd3e18cf45634a80b401cd5913e18b81_mv2.png/v1/fill/w_106,h_150,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/695568_fd3e18cf45634a80b401cd5913e18b81_mv2.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:46	25545/25545	---M-Z	200	added ('OK')	application/javascript	etag:W/%22deae894670b81e2b7527b0ff4d11c80a%22	https://static.parastorage.com/services/wix-thunderbolt/dist/8875.4f0e86e1.bundle.min.js	C:/My%20Web%20Sites/loka/static.parastorage.com/services/wix-thunderbolt/dist/8875.4f0e86e1.bundle.min.js	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:47	65254/65254	---M-Z	200	added ('OK')	application/javascript	etag:%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	C:/My%20Web%20Sites/loka/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:48	2484/2484	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2000:47:46%20GMT	https://sharenkeisha2223.wixsite.com/sitemap.xml	C:/My%20Web%20Sites/loka/sharenkeisha2223.wixsite.com/sitemap.19.delayed	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:48	2088779/2088779	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:43%20GMT	https://static.wixstatic.com/media/695568_793f7724d2e14ab4983326045a4dbe09~mv2.png/v1/crop/x_189,y_0,w_3623,h_2500/fill/w_1052,h_726,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/Purple%20White%20Modern%20Headphone%20Promotion%20Landing%20Page%20Desktop%20Prototype_20250130_102433_000.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_793f7724d2e14ab4983326045a4dbe09_mv2.png/v1/crop/x_189,y_0,w_3623,h_2500/fill/w_1052,h_726,al_c,q_90,usm_0.66_1.00_0.01,enc_a/Purple%20White%20Modern%20Headphone%20Promotion%20Landing%20Page%20De	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:48	2485/2485	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2000:47:47%20GMT	https://sharenkeisha2223.wixsite.com/feed.xml	C:/My%20Web%20Sites/loka/sharenkeisha2223.wixsite.com/feed.1a.delayed	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:48	124476/124476	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e4c1ab124cc66a5d8013c4302640702a%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.569be6c3.bundle.min.js	C:/My%20Web%20Sites/loka/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.569be6c3.bundle.min.js	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:48	256617/256617	---M-Z	200	added ('OK')	application/javascript	etag:W/%2274239bee453d86fb7bb40c753dfeaecf%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.b0d83c2c.bundle.min.js	C:/My%20Web%20Sites/loka/static.parastorage.com/services/wix-thunderbolt/dist/main.b0d83c2c.bundle.min.js	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:49	152/152	---M--	200	added ('OK')	application/javascript	etag:%2217dc6142a5674dc31c4e4ac8ab3502fc%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.a20626f8.bundle.min.js	C:/My%20Web%20Sites/loka/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.a20626f8.bundle.min.js	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:49	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/My%20Web%20Sites/loka/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:49	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/My%20Web%20Sites/loka/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:49	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/My%20Web%20Sites/loka/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:50	8987/8987	---M-Z	200	added ('OK')	application/javascript	etag:W/%22f4bf76bf1ab54b1d57a66af07d35f29d%22	https://static.parastorage.com/services/events-viewer/1.3275.0/client-viewer/EmptyState.chunk.min.js	C:/My%20Web%20Sites/loka/static.parastorage.com/services/events-viewer/1.3275.0/client-viewer/EmptyState.chunk.min.js	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:50	6088/6088	---M-Z	200	added ('OK')	application/javascript	etag:W/%220022d406fbbd37299590c9dfcb9e8438%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	C:/My%20Web%20Sites/loka/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:51	2484/2484	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2000:47:49%20GMT	https://sharenkeisha2223.wixsite.com/decodeURIComponent(e	C:/My%20Web%20Sites/loka/sharenkeisha2223.wixsite.com/decodeURIComponent(e.23.delayed	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:51	9582/9582	---M-Z	200	added ('OK')	application/javascript	etag:W/%226f1af620740f6e8d6851e2794ba694d0%22	https://static.parastorage.com/services/tag-manager-client/1.920.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/loka/static.parastorage.com/services/tag-manager-client/1.920.0/siteTags.bundle.min.js	(from https://sharenkeisha2223.wixsite.com/lokawignanumala)
07:47:52	2485/2485	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2000:47:50%20GMT	https://sharenkeisha2223.wixsite.com/lokawignanumala/s	C:/My%20Web%20Sites/loka/sharenkeisha2223.wixsite.com/lokawignanumala/s.25.delayed	(from https://sharenkeisha2223.wixsite.com/lokawignanumala/why)
07:47:52	2485/2485	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2000:47:51%20GMT	https://sharenkeisha2223.wixsite.com/lokawignanumala/t	C:/My%20Web%20Sites/loka/sharenkeisha2223.wixsite.com/lokawignanumala/t.26.delayed	(from https://sharenkeisha2223.wixsite.com/lokawignanumala/why)
07:47:53	46362/46362	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:52%20GMT	https://static.wixstatic.com/media/695568_466667e6445140698ed7fa6ede6a5b33~mv2.png/v1/fill/w_550,h_113,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_466667e6445140698ed7fa6ede6a5b33~mv2.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_466667e6445140698ed7fa6ede6a5b33_mv2.png/v1/fill/w_550,h_113,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_466667e6445140698ed7fa6ede6a5b33_mv2.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala/why)
07:47:53	49344/49344	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:52%20GMT	https://static.wixstatic.com/media/695568_b0aa568c8d51408b9413aca5cb5c7631~mv2.png/v1/fill/w_547,h_138,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_b0aa568c8d51408b9413aca5cb5c7631~mv2.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_b0aa568c8d51408b9413aca5cb5c7631_mv2.png/v1/fill/w_547,h_138,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_b0aa568c8d51408b9413aca5cb5c7631_mv2.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala/why)
07:47:54	50008/50008	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:53%20GMT	https://static.wixstatic.com/media/695568_f759cc8e141e48b793f3d77d980ed5e3~mv2.png/v1/fill/w_515,h_141,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_f759cc8e141e48b793f3d77d980ed5e3~mv2.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_f759cc8e141e48b793f3d77d980ed5e3_mv2.png/v1/fill/w_515,h_141,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_f759cc8e141e48b793f3d77d980ed5e3_mv2.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala/why)
07:47:54	59013/59013	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:53%20GMT	https://static.wixstatic.com/media/695568_4d82e5352f424645b4b436aca5a60ad3~mv2.png/v1/fill/w_600,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_4d82e5352f424645b4b436aca5a60ad3~mv2.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_4d82e5352f424645b4b436aca5a60ad3_mv2.png/v1/fill/w_600,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_4d82e5352f424645b4b436aca5a60ad3_mv2.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala/why)
07:47:55	47190/47190	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:54%20GMT	https://static.wixstatic.com/media/695568_16acb4d0b988469086b0ad8e7fff3e4c~mv2.png/v1/fill/w_600,h_125,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_16acb4d0b988469086b0ad8e7fff3e4c~mv2.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_16acb4d0b988469086b0ad8e7fff3e4c_mv2.png/v1/fill/w_600,h_125,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_16acb4d0b988469086b0ad8e7fff3e4c_mv2.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala/why)
07:47:55	33209/33209	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:54%20GMT	https://static.wixstatic.com/media/695568_bffdc09016a24108b4eb62a3ee848ddc~mv2.png/v1/fill/w_436,h_113,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_bffdc09016a24108b4eb62a3ee848ddc~mv2.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_bffdc09016a24108b4eb62a3ee848ddc_mv2.png/v1/fill/w_436,h_113,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_bffdc09016a24108b4eb62a3ee848ddc_mv2.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala/why)
07:47:56	28568/28568	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:55%20GMT	https://static.wixstatic.com/media/695568_2c312ab254bb4493adb530324e3fc3cc~mv2.png/v1/fill/w_401,h_95,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_2c312ab254bb4493adb530324e3fc3cc~mv2.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_2c312ab254bb4493adb530324e3fc3cc_mv2.png/v1/fill/w_401,h_95,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_2c312ab254bb4493adb530324e3fc3cc_mv2.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala/why)
07:47:56	33057/33057	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:55%20GMT	https://static.wixstatic.com/media/695568_3bdeae4779f74e36af7deeb3dadd505c~mv2.png/v1/fill/w_438,h_104,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_3bdeae4779f74e36af7deeb3dadd505c~mv2.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_3bdeae4779f74e36af7deeb3dadd505c_mv2.png/v1/fill/w_438,h_104,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_3bdeae4779f74e36af7deeb3dadd505c_mv2.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala/why)
07:47:56	41326/41326	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:55%20GMT	https://static.wixstatic.com/media/695568_c3f0bd0773824c93bd1951c84a060c79~mv2.png/v1/fill/w_550,h_123,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_c3f0bd0773824c93bd1951c84a060c79~mv2.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_c3f0bd0773824c93bd1951c84a060c79_mv2.png/v1/fill/w_550,h_123,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_c3f0bd0773824c93bd1951c84a060c79_mv2.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala/why)
07:47:57	33281/33281	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:56%20GMT	https://static.wixstatic.com/media/695568_fc6603a5730941bc9628ab3971035a84~mv2.png/v1/fill/w_478,h_90,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_fc6603a5730941bc9628ab3971035a84~mv2.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_fc6603a5730941bc9628ab3971035a84_mv2.png/v1/fill/w_478,h_90,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_fc6603a5730941bc9628ab3971035a84_mv2.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala/why)
07:47:57	38966/38966	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:47:56%20GMT	https://static.wixstatic.com/media/695568_2115ac944982420cb3287a2b52c69954~mv2.png/v1/fill/w_483,h_113,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_2115ac944982420cb3287a2b52c69954~mv2.png	C:/My%20Web%20Sites/loka/static.wixstatic.com/media/695568_2115ac944982420cb3287a2b52c69954_mv2.png/v1/fill/w_483,h_113,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/695568_2115ac944982420cb3287a2b52c69954_mv2.png	(from https://sharenkeisha2223.wixsite.com/lokawignanumala/why)
